,Player,Nation,Pos,Squad,Born,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Playing Time MP,Playing Time Min,Playing Time Mn/MP,Playing Time Min%,Playing Time 90s,Starts Starts,Starts Mn/Start,Starts Compl,Subs Subs,Subs Mn/Sub,Subs unSub,Team Success PPM,Team Success onG,Team Success onGA,Team Success +/-,Team Success +/-90,Team Success On-Off,Team Success (xG) onxG,Team Success (xG) onxGA,Team Success (xG) xG+/-,Team Success (xG) xG+/-90,Team Success (xG) On-Off,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Score,Gk_Score
357,Rúben Neves,POR,MF,Wolves,1997.0,68.0,37.0,23.0,41.0,4.0,24.0,87.0,27.6,63.0,39.0,5.0,34.0,41.0,109.0,49.0,3.0,67.0,2.27,58.0,1.0,1.0,4.0,2.0,1.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,25.0,12.0,1.0,44.0,41.0,37.0,0.0,0.0,0.0,243.0,19.0,26.0,42.2,1635.0,1992.0,82.1,34995.0,8702.0,487.0,553.0,88.1,827.0,937.0,88.3,299.0,416.0,71.9,2.0,3.1,2.7,-1.1,25.0,200.0,30.0,5.0,202.0,28.0,1551.0,55.0,45.4,17.2,17.0,81.0,8.0,11.0,15.0,7.0,1.0,11.0,25.0,-14.0,-0.81,-0.57,16.4,26.7,-10.3,-0.6,-0.26,2281.0,90.0,553.0,1424.0,332.0,6.0,2281.0,32.0,26.0,81.3,6.0,18.8,1300.0,5392.0,2607.0,34.0,34.0,1.0,33.0,17.0,1607.0,19.0,4.0,42.0,16.0,38.1,1.42,0.54,0.1,0.25,27.4,4.0,0.0,0.0,1.1,1.1,0.03,2.9,2.9,,0
358,Jeremy Ngakia,ENG,DF,Watford,2000.0,31.0,18.0,23.0,5.0,3.0,11.0,26.0,42.3,15.0,11.0,4.0,7.0,12.0,43.0,32.0,0.0,16.0,1.59,8.0,4.0,0.0,1.0,3.0,0.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0,0.0,25.0,12.0,18.0,0.0,0.0,0.0,56.0,16.0,18.0,47.1,322.0,442.0,72.9,5489.0,2535.0,147.0,175.0,84.0,139.0,172.0,80.8,26.0,61.0,42.6,0.0,0.5,0.6,-0.5,4.0,37.0,7.0,3.0,39.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,0.0,29.0,0.75,1.0,9.0,-8.0,-2.0,-2.62,3.1,9.2,-6.1,-1.52,-2.13,567.0,41.0,234.0,226.0,113.0,2.0,567.0,17.0,9.0,52.9,8.0,47.1,245.0,1240.0,685.0,18.0,9.0,1.0,10.0,5.0,259.0,20.0,0.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,27.2,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1,,0
359,Saúl Ñíguez,ESP,DF|MF,Chelsea,1994.0,20.0,9.0,11.0,9.0,0.0,9.0,16.0,56.3,7.0,14.0,3.0,11.0,7.0,27.0,10.0,1.0,7.0,1.31,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,10.0,7.0,9.0,0.0,0.0,0.0,18.0,8.0,11.0,42.1,306.0,353.0,86.7,4777.0,1025.0,168.0,185.0,90.8,108.0,122.0,88.5,20.0,29.0,69.0,0.0,0.5,0.2,-0.5,3.0,15.0,2.0,2.0,15.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,10.0,,,,,,0.0,,,,,0.0,430.0,11.0,110.0,219.0,102.0,13.0,430.0,3.0,2.0,66.7,1.0,33.3,202.0,887.0,351.0,4.0,4.0,1.0,9.0,11.0,297.0,27.0,0.0,5.0,1.0,20.0,0.94,0.19,0.0,0.0,23.1,0.0,0.0,0.0,0.3,0.3,0.07,-0.3,-0.3,,0
360,Eddie Nketiah,ENG,FW,Arsenal,1999.0,9.0,4.0,1.0,4.0,4.0,1.0,4.0,25.0,3.0,9.0,2.0,7.0,4.0,13.0,5.0,0.0,26.0,2.81,17.0,0.0,5.0,3.0,1.0,0.0,2.0,0.22,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,17.0,14.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,27.0,8.0,33.0,19.5,175.0,230.0,76.1,2484.0,379.0,96.0,115.0,83.5,66.0,78.0,84.6,5.0,8.0,62.5,1.0,2.0,0.8,-1.0,13.0,7.0,4.0,0.0,21.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,0.0,,,,,0.0,358.0,8.0,35.0,137.0,188.0,61.0,358.0,30.0,14.0,46.7,16.0,53.3,210.0,1478.0,708.0,27.0,20.0,11.0,26.0,11.0,271.0,66.0,5.0,29.0,13.0,44.8,3.13,1.4,0.17,0.38,14.6,0.0,0.0,0.0,4.4,4.4,0.15,0.6,0.6,,0
361,Nicolas Nkoulou,CMR,DF,Watford,1990.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,8.0,0.0,1.0,0.54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,2.0,0.0,100.0,50.0,57.0,87.7,1025.0,223.0,15.0,16.0,93.8,27.0,30.0,90.0,6.0,8.0,75.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,5.0,262.0,52.0,7.7,2.9,4.0,64.0,2.0,1.0,7.0,14.0,0.8,3.0,4.0,-1.0,-0.34,0.14,2.6,4.3,-1.7,-0.59,-0.09,73.0,9.0,36.0,35.0,2.0,0.0,73.0,1.0,1.0,100.0,0.0,0.0,35.0,138.0,34.0,0.0,0.0,0.0,0.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
362,Mark Noble,ENG,MF,West Ham,1987.0,8.0,2.0,7.0,1.0,0.0,5.0,11.0,45.5,6.0,4.0,1.0,3.0,4.0,12.0,2.0,1.0,6.0,1.63,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,38.0,1.0,1.0,50.0,262.0,301.0,87.0,4287.0,1128.0,127.0,137.0,92.7,109.0,119.0,91.6,21.0,32.0,65.6,0.0,0.0,0.1,0.0,1.0,21.0,0.0,0.0,14.0,28.0,2355.0,84.0,68.9,26.2,26.0,89.0,25.0,2.0,16.0,5.0,1.39,38.0,47.0,-9.0,-0.34,-1.1,35.6,40.8,-5.2,-0.2,-0.87,325.0,5.0,80.0,210.0,40.0,2.0,323.0,4.0,3.0,75.0,1.0,25.0,217.0,869.0,350.0,2.0,9.0,0.0,0.0,4.0,248.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.6,0.0,0.0,-0.6,0.0,,0
363,Mathias Normann,NOR,MF,Norwich City,1996.0,34.0,21.0,19.0,14.0,1.0,17.0,46.0,37.0,29.0,17.0,8.0,9.0,19.0,53.0,43.0,1.0,37.0,2.02,19.0,5.0,6.0,3.0,4.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,37.0,28.0,1.0,34.0,19.0,21.0,0.0,1.0,0.0,106.0,27.0,15.0,64.3,546.0,795.0,68.7,10908.0,3882.0,213.0,262.0,81.3,226.0,314.0,72.0,90.0,175.0,51.4,2.0,1.8,1.5,0.2,13.0,59.0,14.0,1.0,75.0,16.0,367.0,23.0,10.7,4.1,2.0,64.0,0.0,14.0,17.0,16.0,1.44,9.0,13.0,-4.0,-0.98,-1.1,5.5,8.2,-2.7,-0.67,-0.83,990.0,76.0,331.0,516.0,156.0,5.0,990.0,30.0,17.0,56.7,13.0,43.3,522.0,2631.0,1144.0,16.0,10.0,2.0,27.0,17.0,570.0,8.0,1.0,26.0,5.0,19.2,1.42,0.27,0.04,0.2,28.2,6.0,0.0,0.0,0.9,0.9,0.04,0.1,0.1,,0
364,Christian Nørgaard,DEN,MF,Brentford,1994.0,109.0,60.0,42.0,58.0,9.0,52.0,101.0,51.5,49.0,48.0,9.0,39.0,64.0,173.0,58.0,1.0,58.0,1.71,50.0,0.0,2.0,3.0,2.0,1.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,56.0,33.0,0.0,13.0,64.0,60.0,0.0,0.0,0.0,270.0,50.0,68.0,42.4,1337.0,1685.0,79.3,21669.0,6947.0,667.0,789.0,84.5,543.0,651.0,83.4,87.0,145.0,60.0,4.0,3.3,2.9,0.7,29.0,149.0,24.0,3.0,169.0,28.0,2202.0,79.0,64.4,24.5,25.0,87.0,22.0,3.0,10.0,0.0,1.14,25.0,42.0,-17.0,-0.69,-0.18,31.6,35.1,-3.5,-0.14,0.73,2079.0,109.0,571.0,1219.0,308.0,59.0,2079.0,27.0,18.0,66.7,9.0,33.3,879.0,3316.0,1627.0,17.0,22.0,3.0,26.0,26.0,1104.0,31.0,3.0,27.0,8.0,29.6,0.8,0.24,0.11,0.38,14.1,0.0,0.0,0.0,3.8,3.8,0.14,-0.8,-0.8,,0
365,Angelo Ogbonna,ITA,DF,West Ham,1988.0,7.0,4.0,5.0,2.0,0.0,3.0,7.0,42.9,4.0,5.0,4.0,1.0,11.0,18.0,29.0,0.0,3.0,0.29,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,45.0,27.0,12.0,69.2,405.0,477.0,84.9,7815.0,2674.0,123.0,127.0,96.9,244.0,271.0,90.0,34.0,69.0,49.3,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,14.0,28.0,2340.0,84.0,68.4,26.0,28.0,84.0,24.0,0.0,0.0,2.0,1.18,27.0,44.0,-17.0,-0.65,1.01,28.1,42.3,-14.2,-0.55,0.23,542.0,63.0,290.0,242.0,13.0,6.0,542.0,1.0,1.0,100.0,0.0,0.0,324.0,1623.0,741.0,2.0,0.0,0.0,2.0,1.0,376.0,0.0,1.0,3.0,1.0,33.3,0.29,0.1,0.33,1.0,12.6,0.0,0.0,0.0,0.3,0.3,0.11,0.7,0.7,,0
366,Michael Olise,FRA,FW|MF,Crystal Palace,2001.0,22.0,18.0,8.0,11.0,3.0,7.0,24.0,29.2,17.0,17.0,0.0,17.0,6.0,28.0,6.0,0.0,44.0,3.47,34.0,4.0,2.0,2.0,2.0,0.0,9.0,0.71,8.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,16.0,27.0,1.0,96.0,6.0,18.0,0.0,0.0,0.0,66.0,7.0,17.0,29.2,476.0,662.0,71.9,7870.0,2233.0,254.0,290.0,87.6,143.0,207.0,69.1,57.0,108.0,52.8,5.0,3.9,3.6,1.1,24.0,39.0,26.0,9.0,63.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,0.0,0.0,1.87,69.0,40.0,29.0,0.76,0.0,61.2,39.3,21.9,0.58,0.0,829.0,16.0,102.0,348.0,396.0,42.0,829.0,62.0,28.0,45.2,34.0,54.8,500.0,3377.0,1746.0,55.0,37.0,10.0,27.0,21.0,589.0,110.0,2.0,19.0,10.0,52.6,1.5,0.79,0.11,0.2,17.0,2.0,0.0,0.0,1.7,1.7,0.09,0.3,0.3,,0
367,Robin Olsen,SWE,GK,Aston Villa,1990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,47.0,53.2,847.0,651.0,6.0,6.0,100.0,8.0,8.0,100.0,11.0,31.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,238.0,26.0,7.0,2.6,2.0,67.0,0.0,7.0,15.0,4.0,1.78,3.0,5.0,-2.0,-0.76,-1.63,4.2,2.9,1.3,0.49,-0.09,47.0,46.0,47.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,22.0,132.0,114.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
368,Andrew Omobamidele,IRL,DF,Norwich City,2002.0,8.0,6.0,5.0,3.0,0.0,5.0,11.0,45.5,6.0,8.0,8.0,0.0,5.0,13.0,13.0,0.0,3.0,0.71,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,29.0,5.0,10.0,33.3,197.0,235.0,83.8,3559.0,1026.0,75.0,85.0,88.2,100.0,115.0,87.0,18.0,27.0,66.7,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,1.0,23.0,23.0,0.7,0.3,0.0,0.0,0.0,1.0,23.0,8.0,1.0,0.0,0.0,0.0,0.0,0.05,0.3,0.2,0.1,0.35,0.26,279.0,27.0,138.0,124.0,18.0,2.0,279.0,0.0,0.0,0.0,0.0,0.0,162.0,897.0,465.0,6.0,3.0,0.0,6.0,0.0,162.0,1.0,1.0,2.0,1.0,50.0,0.47,0.24,0.5,1.0,8.3,0.0,0.0,0.0,0.2,0.2,0.12,0.8,0.8,,0
369,Tyler Onyango,ENG,MF,Everton,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3,1.0,2.0,50.0,17.0,5.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1394.0,58.0,40.8,15.5,13.0,86.0,10.0,11.0,25.0,6.0,1.88,30.0,21.0,9.0,0.58,-0.93,27.0,18.8,8.2,0.53,-0.44,8.0,0.0,1.0,3.0,4.0,1.0,8.0,1.0,0.0,0.0,1.0,100.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,3.21,0.0,0.0,0.0,12.1,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0
370,Frank Onyeka,NGA,MF,Brentford,1998.0,25.0,17.0,13.0,9.0,3.0,8.0,27.0,29.6,19.0,16.0,2.0,14.0,14.0,39.0,13.0,0.0,17.0,1.46,11.0,0.0,0.0,2.0,4.0,0.0,1.0,0.09,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,33.0,25.0,0.0,12.0,14.0,17.0,1.0,0.0,0.0,69.0,15.0,21.0,41.7,259.0,332.0,78.0,4083.0,990.0,135.0,159.0,84.9,94.0,115.0,81.7,18.0,30.0,60.0,0.0,0.2,0.4,-0.2,4.0,23.0,7.0,1.0,35.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,11.0,,,,,,0.0,,,,,0.0,470.0,22.0,119.0,248.0,109.0,15.0,470.0,17.0,11.0,64.7,6.0,35.3,245.0,1272.0,615.0,18.0,7.0,3.0,22.0,14.0,270.0,27.0,0.0,16.0,5.0,31.3,1.38,0.43,0.0,0.0,18.0,0.0,0.0,0.0,0.8,0.8,0.05,-0.8,-0.8,,0
371,Divock Origi,BEL,FW,Liverpool,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,3.0,2.03,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.35,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,33.3,28.0,37.0,75.7,297.0,47.0,18.0,23.0,78.3,3.0,5.0,60.0,1.0,1.0,100.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.0,2.0,6.0,410.0,68.0,12.0,4.6,4.0,90.0,4.0,2.0,25.0,24.0,0.67,3.0,7.0,-4.0,-0.88,-0.43,5.3,8.2,-2.9,-0.65,-0.21,64.0,2.0,6.0,13.0,45.0,15.0,64.0,3.0,1.0,33.3,2.0,66.7,38.0,174.0,52.0,3.0,1.0,1.0,8.0,3.0,50.0,9.0,3.0,10.0,5.0,50.0,6.77,3.38,0.3,0.6,14.9,0.0,0.0,0.0,1.5,1.5,0.15,1.5,1.5,,0
372,Alex Oxlade-Chamberlain,ENG,MF|FW,Liverpool,1993.0,15.0,11.0,2.0,8.0,5.0,3.0,14.0,21.4,11.0,12.0,2.0,10.0,6.0,21.0,5.0,0.0,25.0,2.86,22.0,0.0,2.0,0.0,1.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,26.0,6.0,11.0,0.0,0.0,0.0,33.0,5.0,12.0,29.4,316.0,407.0,77.6,5588.0,1406.0,136.0,161.0,84.5,133.0,157.0,84.7,36.0,55.0,65.5,1.0,1.1,0.8,-0.1,10.0,45.0,16.0,4.0,61.0,13.0,308.0,24.0,9.0,3.4,3.0,71.0,0.0,10.0,10.0,18.0,1.23,6.0,5.0,1.0,0.29,1.02,3.2,5.3,-2.1,-0.63,-0.25,508.0,5.0,45.0,238.0,231.0,31.0,508.0,17.0,12.0,70.6,5.0,29.4,319.0,1945.0,1033.0,34.0,28.0,8.0,16.0,10.0,372.0,63.0,2.0,21.0,3.0,14.3,2.41,0.34,0.1,0.67,21.5,0.0,0.0,0.0,1.3,1.3,0.06,0.7,0.7,,0
373,Cole Palmer,ENG,FW|MF,Manchester City,2002.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,7.0,5.12,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.73,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,100.0,46.0,54.0,85.2,561.0,109.0,32.0,33.0,97.0,9.0,12.0,75.0,3.0,5.0,60.0,0.0,0.2,0.3,-0.2,2.0,2.0,3.0,0.0,3.0,24.0,1464.0,61.0,42.8,16.3,15.0,86.0,12.0,9.0,20.0,13.0,1.29,19.0,29.0,-10.0,-0.61,-0.25,16.3,27.4,-11.2,-0.69,-0.33,76.0,0.0,1.0,28.0,48.0,10.0,76.0,2.0,1.0,50.0,1.0,50.0,45.0,190.0,80.0,3.0,2.0,2.0,7.0,3.0,62.0,15.0,0.0,4.0,1.0,25.0,2.93,0.73,0.0,0.0,21.6,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4,,0
374,Emerson Palmieri,ITA,DF,Chelsea,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,6.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1453.0,56.0,42.5,16.1,16.0,73.0,3.0,10.0,29.0,7.0,1.12,28.0,31.0,-3.0,-0.19,-0.46,22.6,27.0,-4.4,-0.27,0.05,2.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0
375,Thomas Partey,GHA,MF,Arsenal,1993.0,43.0,29.0,22.0,17.0,4.0,18.0,44.0,40.9,26.0,22.0,4.0,18.0,23.0,66.0,35.0,2.0,61.0,2.71,49.0,0.0,5.0,4.0,3.0,0.0,4.0,0.18,3.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,33.0,17.0,0.0,3.0,23.0,29.0,0.0,0.0,0.0,153.0,23.0,25.0,47.9,1032.0,1214.0,85.0,18440.0,5553.0,452.0,501.0,90.2,453.0,511.0,88.6,114.0,158.0,72.2,1.0,1.0,0.9,0.0,17.0,120.0,12.0,0.0,119.0,2.0,180.0,90.0,5.3,2.0,2.0,90.0,2.0,0.0,0.0,10.0,0.0,2.0,5.0,-3.0,-1.5,-1.36,3.4,2.5,0.8,0.42,0.52,1447.0,62.0,373.0,828.0,262.0,22.0,1447.0,43.0,35.0,81.4,8.0,18.6,807.0,3830.0,1971.0,20.0,29.0,1.0,34.0,17.0,1012.0,11.0,2.0,44.0,9.0,20.5,1.95,0.4,0.05,0.22,22.5,2.0,0.0,0.0,2.8,2.8,0.06,-0.8,-0.8,,0
376,Nicolas Pépé,CIV,FW|MF,Arsenal,1995.0,8.0,5.0,3.0,5.0,0.0,3.0,9.0,33.3,6.0,9.0,1.0,8.0,8.0,16.0,2.0,0.0,36.0,4.66,20.0,9.0,4.0,3.0,0.0,0.0,4.0,0.52,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,4.0,37.0,8.0,5.0,0.0,0.0,0.0,43.0,18.0,31.0,36.7,283.0,365.0,77.5,4064.0,843.0,171.0,196.0,87.2,85.0,109.0,78.0,15.0,32.0,46.9,2.0,1.7,1.0,0.3,12.0,12.0,9.0,3.0,17.0,20.0,1416.0,71.0,41.4,15.7,17.0,77.0,8.0,3.0,37.0,9.0,0.5,12.0,38.0,-26.0,-1.65,-0.89,17.8,27.5,-9.7,-0.62,0.05,508.0,12.0,59.0,152.0,304.0,56.0,508.0,44.0,19.0,43.2,25.0,56.8,285.0,1424.0,533.0,20.0,11.0,15.0,34.0,18.0,343.0,97.0,1.0,23.0,7.0,30.4,2.97,0.91,0.04,0.14,15.1,3.0,0.0,0.0,2.6,2.6,0.11,-1.6,-1.6,,0
377,Ricardo Pereira,POR,DF,Leicester City,1993.0,37.0,20.0,19.0,13.0,5.0,21.0,40.0,52.5,19.0,13.0,1.0,12.0,17.0,54.0,39.0,0.0,32.0,2.91,24.0,1.0,3.0,1.0,2.0,1.0,6.0,0.54,4.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,6.0,16.0,0.0,14.0,17.0,20.0,0.0,0.0,0.0,64.0,15.0,14.0,51.7,519.0,655.0,79.2,7167.0,2380.0,329.0,370.0,88.9,162.0,206.0,78.6,18.0,38.0,47.4,3.0,1.3,1.2,1.7,10.0,19.0,17.0,2.0,43.0,25.0,1772.0,71.0,51.8,19.7,20.0,87.0,17.0,5.0,6.0,12.0,1.0,18.0,30.0,-12.0,-0.61,-0.23,21.7,30.5,-8.8,-0.45,0.02,816.0,39.0,247.0,379.0,198.0,18.0,816.0,19.0,11.0,57.9,8.0,42.1,372.0,1735.0,1059.0,28.0,18.0,5.0,12.0,6.0,470.0,34.0,1.0,10.0,2.0,20.0,0.91,0.18,0.1,0.5,16.6,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3,,0
378,Ayoze Pérez,ESP,MF|FW,Leicester City,1993.0,4.0,2.0,0.0,3.0,1.0,0.0,13.0,0.0,13.0,11.0,1.0,10.0,2.0,6.0,5.0,0.0,20.0,4.04,16.0,0.0,3.0,1.0,0.0,0.0,2.0,0.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,7.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,21.0,6.0,13.0,31.6,123.0,156.0,78.8,1552.0,421.0,75.0,89.0,84.3,29.0,35.0,82.9,5.0,8.0,62.5,3.0,1.6,0.6,1.4,11.0,12.0,5.0,0.0,18.0,34.0,2715.0,80.0,79.4,30.2,31.0,86.0,22.0,3.0,20.0,0.0,1.24,43.0,38.0,5.0,0.17,1.06,37.1,39.2,-2.1,-0.07,0.3,233.0,5.0,39.0,117.0,83.0,18.0,233.0,16.0,10.0,62.5,6.0,37.5,128.0,656.0,365.0,16.0,10.0,5.0,16.0,12.0,156.0,30.0,2.0,11.0,6.0,54.5,2.22,1.21,0.18,0.33,15.3,0.0,0.0,0.0,1.6,1.6,0.15,0.4,0.4,,0
