,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,Performance W,Performance D,Performance L,Performance CS,Performance CS%,Penalty Kicks PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Goals GA,Goals PKA,Goals FK,Goals CK,Goals OG,Expected PSxG,Expected PSxG/SoT,Expected PSxG+/-,Expected /90,Launched Cmp,Launched Att,Launched Cmp%,Passes Att (GK),Passes Thr,Passes Launch%,Passes AvgLen,Goal Kicks Att,Goal Kicks Launch%,Goal Kicks AvgLen,Crosses Opp,Crosses Stp,Crosses Stp%,Sweeper #OPA,Sweeper #OPA/90,Sweeper AvgDist
475,Luke Thomas,ENG,DF,Leicester City,2001,21.2,50,31,33,13,4,28,65,37,35,14,21,40,90,55,0,28,1.32,17,6,2,2,0,1,1,0.05,1,0,0,0,0,0,2,0,0,15,16,0,33,40,31,0,0,0,97,24,32,1007,1272,79.2,14404,5124,597,660,346,434,37,96,1,1.3,1.3,-0.3,12,75,13,3,95,1533,86,489,737,316,15,1533,23,15,8,744,2969,1632,28,28,2,33,20,882,59,0,4,0,0.19,0.0,0.0,0.0,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Dominic Thompson,ENG,DF,Brentford,2000,1.6,1,0,1,0,0,0,1,1,2,2,0,2,3,3,0,1,0.62,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,5,1,2,21,41,51.2,297,81,13,18,8,13,0,8,0,0.0,0.0,0.0,0,0,0,0,0,57,8,31,15,12,2,57,2,0,2,25,96,37,0,0,0,2,0,29,3,0,1,0,0.62,0.0,0.0,0.0,14.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Youri Tielemans,BEL,MF,Leicester City,1997,29.2,74,38,23,45,6,42,100,58,47,13,34,21,95,41,3,101,3.45,80,5,6,6,1,3,15,0.51,14,0,0,1,0,0,3,0,0,32,36,0,56,21,38,0,4,0,188,24,19,1451,1785,81.3,23843,7353,720,808,574,672,119,209,4,4.2,3.8,-0.2,37,171,28,7,202,2111,78,447,1219,470,36,2109,39,25,14,1127,4219,2154,31,36,5,44,30,1514,69,6,57,15,1.95,0.51,0.07,0.27,25.0,0,2,2,4.4,2.8,0.05,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Kieran Tierney,SCO,DF,Arsenal,1997,21.3,18,14,11,7,0,10,11,1,23,5,18,15,33,54,0,44,2.07,36,5,1,1,1,0,2,0.09,2,0,0,0,0,0,0,0,0,5,16,1,79,15,14,0,0,0,85,12,23,900,1165,77.3,16286,5207,379,427,431,513,82,174,3,1.8,1.7,1.2,20,81,24,12,105,1347,62,338,581,436,35,1347,23,9,14,730,3752,2187,62,32,7,18,8,832,128,1,15,5,0.7,0.23,0.07,0.2,20.8,0,0,0,0.6,0.6,0.04,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Takehiro Tomiyasu,JPN,DF,Arsenal,1998,18.7,35,17,19,13,3,21,32,11,22,3,19,24,59,64,2,34,1.82,32,0,1,0,0,1,4,0.21,4,0,0,0,0,0,2,0,0,16,13,0,31,24,17,0,0,0,89,48,39,888,1098,80.9,14779,5387,441,497,375,449,57,107,1,1.0,1.1,0.0,13,91,17,12,96,1310,73,402,632,285,20,1310,15,9,6,633,3064,1472,32,26,4,27,12,743,41,0,11,2,0.59,0.11,0.0,0.0,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,James Tomkins,ENG,DF,Crystal Palace,1989,6.1,8,3,6,2,0,6,8,2,8,8,0,4,12,18,0,3,0.49,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,7,2,0,0,4,3,0,0,0,33,10,5,277,320,86.6,6021,1857,58,68,177,188,40,61,0,0.2,0.1,-0.2,2,5,0,0,8,373,78,260,104,9,8,373,1,1,0,211,797,313,1,0,0,2,0,249,1,1,4,2,0.66,0.33,0.25,0.5,13.7,0,0,0,0.5,0.5,0.12,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,Ivan Toney,ENG,FW,Brentford,1996,32.3,33,21,5,20,8,12,38,26,16,2,14,14,47,44,1,94,2.91,57,1,2,18,14,2,10,0.31,5,0,1,0,4,0,8,0,0,50,80,25,28,14,21,3,0,0,105,147,114,440,779,56.5,5786,2033,266,411,108,204,23,51,5,5.8,5.6,-0.8,43,56,25,2,83,1198,53,144,515,550,158,1193,50,24,26,640,2577,1042,28,26,13,109,44,910,168,12,83,24,2.57,0.74,0.08,0.29,15.8,0,5,5,11.4,7.4,0.09,0.6,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,Ferrán Torres,ESP,FW,Manchester City,2000,3.4,2,2,0,1,1,0,3,3,2,0,2,0,2,1,0,5,1.49,4,0,0,1,0,0,2,0.59,2,0,0,0,0,0,0,0,0,1,1,1,4,0,2,0,0,0,6,4,1,54,74,73.0,711,64,32,39,15,20,2,3,1,0.0,0.2,1.0,1,0,1,0,4,100,0,7,27,66,24,100,6,4,2,57,246,90,5,1,3,4,2,77,26,2,13,4,3.86,1.19,0.15,0.5,14.2,0,0,0,2.8,2.8,0.21,-0.8,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Cenk Tosun,TUR,MF,Everton,1991,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,100.0,22,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,3,2,0,0,0,0,1,0,2,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,Andros Townsend,ENG,MF|FW,Everton,1991,16.2,31,17,15,6,10,15,40,25,28,2,26,14,45,6,1,55,3.4,39,9,1,2,4,0,4,0.25,4,0,0,0,0,0,3,0,0,10,39,1,96,14,17,0,1,0,80,7,18,342,497,68.8,5285,1870,185,219,114,153,28,82,2,3.1,2.5,-1.1,31,24,26,16,50,708,13,118,257,343,27,707,48,26,22,400,2570,1151,41,28,7,44,19,430,100,3,20,9,1.24,0.56,0.1,0.22,22.1,4,1,1,2.2,1.5,0.07,0.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,Adama Traoré,ESP,FW|MF,Wolves,1996,11.9,8,3,6,0,2,3,7,4,4,1,3,2,10,1,0,60,5.06,32,0,20,2,4,2,2,0.17,1,0,0,0,1,0,0,0,0,10,26,9,39,2,3,0,0,0,49,15,16,242,339,71.4,3655,663,126,158,79,109,21,31,0,1.4,1.4,-1.4,18,15,12,6,29,474,3,47,189,265,51,474,102,83,19,341,3864,2076,84,42,25,46,29,397,85,1,23,5,1.94,0.42,0.04,0.2,19.7,0,0,0,3.0,3.0,0.13,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,Bertrand Traoré,BFA,MF|FW,Aston Villa,1995,2.4,3,3,0,1,2,1,2,1,0,0,0,0,3,1,0,11,4.5,6,0,3,1,1,0,2,0.82,0,0,1,0,1,0,0,0,0,0,4,2,5,0,3,1,0,0,11,4,4,61,84,72.6,923,210,34,41,24,32,2,5,0,0.0,0.1,0.0,0,5,5,0,12,125,1,6,58,63,14,125,19,10,9,92,768,271,12,4,6,12,2,94,13,0,8,1,3.27,0.41,0.0,0.0,18.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,Trézéguet,EGY,FW,Aston Villa,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8.18,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,100.0,98,10,4,4,1,1,1,1,0,0.0,0.0,0.0,0,1,0,0,1,10,0,0,3,7,1,10,1,1,0,9,60,19,0,0,0,2,0,9,4,0,1,0,8.18,0.0,0.0,0.0,22.0,0,0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Francisco Trincão,POR,FW|MF,Wolves,1999,14.8,28,15,9,13,6,3,19,16,17,1,16,12,40,1,1,44,2.97,28,4,9,0,2,1,2,0.13,2,0,0,0,0,0,0,0,0,13,22,1,33,12,15,0,0,0,73,6,16,356,463,76.9,5329,1095,201,230,104,127,30,55,1,1.6,1.6,-0.6,14,29,11,3,40,676,2,64,309,316,46,676,86,44,42,396,2896,1504,56,27,16,45,18,470,93,2,32,13,2.16,0.88,0.06,0.15,18.6,1,0,0,3.7,3.7,0.12,-1.7,-1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Kieran Trippier,ENG,DF,Newcastle Utd,1990,4.8,17,10,8,8,1,10,16,6,10,3,7,10,27,10,0,11,2.31,2,9,0,0,0,0,1,0.21,1,0,0,0,0,0,0,0,0,3,3,0,28,10,10,0,0,0,31,10,5,189,284,66.5,3454,1758,93,112,59,87,33,69,0,0.3,0.5,-0.3,7,15,5,0,17,339,22,109,155,79,0,339,3,1,2,106,317,169,2,3,1,1,1,129,8,2,2,2,0.42,0.42,1.0,1.0,24.5,2,0,0,0.2,0.2,0.11,1.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
490,William Troost-Ekong,NGA,DF,Watford,1993,15.4,18,9,11,6,1,10,15,5,24,14,10,7,25,82,1,6,0.39,5,0,0,0,0,1,0,0.0,0,0,0,0,0,0,3,0,0,13,2,1,0,7,9,0,1,0,74,24,23,466,604,77.2,10969,4190,95,112,275,316,96,165,0,0.1,0.1,-0.1,1,27,0,0,30,749,146,470,266,17,7,749,2,1,1,414,2060,1341,7,0,0,5,0,433,3,0,2,0,0.13,0.0,0.0,0.0,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Leandro Trossard,BEL,FW|MF,Brighton,1994,31.2,34,20,12,9,13,4,31,27,33,4,29,15,49,10,0,113,3.63,82,4,18,6,3,0,13,0.42,8,1,3,0,1,0,2,0,0,24,26,13,51,15,20,1,1,0,142,9,20,898,1188,75.6,14462,3283,479,569,282,357,90,130,3,4.8,4.9,-1.8,47,71,53,3,154,1535,23,146,573,834,151,1534,80,56,24,987,5847,2686,97,52,43,93,73,1163,222,8,73,26,2.34,0.83,0.1,0.27,18.7,5,1,1,6.7,5.9,0.08,1.3,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Kostas Tsimikas,GRE,DF,Liverpool,1996,9.7,27,12,12,8,7,12,16,4,6,2,4,10,37,22,2,42,4.31,26,13,1,2,0,0,3,0.31,2,1,0,0,0,0,3,0,0,20,6,0,116,10,12,0,0,0,62,12,11,508,705,72.1,8423,2744,249,278,219,288,36,98,2,2.7,1.9,-0.7,25,34,16,7,47,809,39,170,313,332,32,809,20,8,12,430,2581,1422,48,22,7,8,5,485,109,0,8,2,0.82,0.21,0.0,0.0,16.9,0,0,0,0.6,0.6,0.08,-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
493,Axel Tuanzebe,ENG,DF,Aston Villa,1997,5.6,5,3,3,2,0,2,5,3,5,4,1,5,10,12,1,2,0.35,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,3,3,0,1,5,3,0,0,0,29,13,12,207,241,85.9,3996,1437,66,73,111,123,25,39,0,0.0,0.0,0.0,0,4,0,0,6,280,42,157,117,8,6,280,0,0,0,177,747,423,1,0,0,3,0,181,0,0,2,1,0.35,0.18,0.0,0.0,10.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,Ozan Tufan,TUR,MF,Watford,1995,3.7,3,2,1,1,1,1,5,4,2,0,2,2,5,4,0,6,1.62,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,9,0,0,7,2,2,0,0,0,13,3,9,85,122,69.7,1332,409,42,53,34,47,4,8,0,0.3,0.1,-0.3,4,13,2,0,16,155,4,22,87,47,9,155,6,3,3,70,422,136,2,3,1,5,3,90,13,0,3,0,0.81,0.0,0.0,0.0,18.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,Christos Tzolis,GRE,FW|MF,Norwich City,2002,3.7,5,3,3,1,1,2,9,7,3,0,3,1,6,1,0,12,3.22,12,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,2,4,2,7,1,3,0,0,0,13,3,11,75,104,72.1,1152,287,41,51,26,31,5,15,0,0.7,0.6,-0.7,8,1,3,0,13,140,4,25,43,73,18,140,2,0,2,90,426,213,8,7,4,10,4,100,31,0,6,2,1.61,0.54,0.0,0.0,18.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Yan Valery,TUN,DF,Southampton,1999,4.1,8,6,4,3,1,4,9,5,6,3,3,6,14,19,1,1,0.24,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,6,0,0,0,27,11,9,108,155,69.7,1705,502,48,56,52,70,3,17,0,0.1,0.1,-0.1,1,13,1,1,10,213,19,81,104,28,0,213,5,1,4,106,562,234,3,4,0,1,2,95,4,0,2,0,0.49,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Virgil van Dijk,NED,DF,Liverpool,1991,34.0,16,10,11,5,0,11,16,5,21,14,7,31,47,109,0,31,0.91,22,1,0,6,0,2,6,0.18,4,0,0,2,0,0,3,0,0,9,8,0,0,31,10,0,0,0,204,117,34,2376,2655,89.5,46859,18162,780,848,1298,1375,278,395,1,1.5,1.0,-0.5,9,156,4,0,145,2894,300,1296,1514,90,57,2894,8,6,2,1717,6530,3379,11,4,0,5,3,2096,4,3,35,14,1.03,0.41,0.09,0.21,13.3,1,0,0,2.0,2.0,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Raphaël Varane,FRA,DF,Manchester Utd,1993,20.3,28,19,21,6,1,10,22,12,18,9,9,18,46,82,1,9,0.44,9,0,0,0,0,0,2,0.1,2,0,0,0,0,0,0,0,0,5,7,0,1,18,19,0,0,0,78,55,20,1014,1156,87.7,20563,6918,305,339,584,629,118,168,1,0.2,0.3,0.8,4,65,1,0,49,1336,162,645,659,40,15,1336,3,2,1,818,4704,2662,11,8,0,7,0,897,2,1,9,1,0.44,0.05,0.11,1.0,9.6,0,0,0,0.7,0.7,0.08,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Jamie Vardy,ENG,FW,Leicester City,1987,20.1,6,5,0,4,2,1,7,6,9,0,9,1,7,17,0,39,1.94,29,0,4,3,2,1,6,0.3,2,0,2,1,1,0,2,0,0,13,12,19,12,1,5,0,0,1,25,24,50,184,265,69.4,2679,550,86,121,69,88,8,13,2,1.4,1.0,0.6,18,9,15,2,28,409,18,26,152,234,104,409,22,9,13,200,1392,748,37,17,25,25,8,273,112,15,54,25,2.69,1.25,0.28,0.6,12.4,0,0,0,10.8,10.8,0.2,4.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
500,Joël Veltman,NED,DF,Brighton,1992,31.9,74,48,47,21,6,21,53,32,46,16,30,45,119,89,0,44,1.38,33,6,1,1,2,1,2,0.06,2,0,0,0,0,0,6,0,0,39,38,0,42,45,48,1,1,0,182,55,29,1439,1869,77.0,25694,9691,577,662,742,909,102,220,1,1.6,1.3,-0.6,17,118,22,6,124,2235,176,811,1053,389,25,2235,32,16,16,1139,4847,2093,25,24,2,28,10,1249,65,1,12,2,0.38,0.06,0.08,0.5,18.1,0,0,0,0.7,0.7,0.06,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Jannik Vestergaard,DEN,DF,Leicester City,1992,6.3,15,10,12,3,0,8,15,7,10,8,2,7,22,36,0,3,0.48,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,4,1,0,0,7,10,0,1,0,32,13,10,335,377,88.9,6618,2247,118,129,171,182,42,59,0,0.0,0.1,0.0,1,14,1,0,19,457,93,255,192,10,5,457,4,4,0,273,1189,563,2,3,0,4,0,308,0,0,1,0,0.16,0.0,0.0,0.0,4.0,0,0,0,0.1,0.1,0.12,-0.1,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,Nikola Vlašić,CRO,FW|MF,West Ham,1997,6.2,11,7,4,6,1,5,20,15,4,0,4,2,13,1,0,22,3.54,17,0,2,1,2,0,0,0.0,0,0,0,0,0,0,0,0,0,8,16,3,15,2,7,0,0,0,30,5,7,165,218,75.7,2200,370,106,122,44,57,7,16,0,0.6,0.6,-0.6,9,6,3,1,14,277,1,31,126,126,22,277,18,9,9,179,1223,538,21,12,10,12,9,209,48,1,7,3,1.13,0.48,0.14,0.33,18.5,0,0,0,1.3,1.3,0.19,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
503,Matěj Vydra,CZE,FW,Burnley,1992,7.5,12,7,3,4,5,3,7,4,5,1,4,0,12,9,0,14,1.86,13,0,0,0,1,0,3,0.4,3,0,0,0,0,0,1,0,0,9,8,5,2,0,7,0,0,0,14,18,50,75,107,70.1,789,190,52,70,10,16,1,2,3,0.7,0.6,2.3,6,1,2,0,7,208,9,22,64,124,36,208,13,6,7,119,452,132,2,4,2,30,9,140,43,2,19,7,2.52,0.93,0.11,0.29,15.1,0,0,0,2.9,2.9,0.15,-0.9,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
