,Player,Nation,Pos,Squad,Born,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Medium Cmp,Medium Att,Long Cmp,Long Att,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Tkld,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Standard Gls,Standard Sh,Standard SoT,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Cluster
479,James Tarkowski,ENG,DF,Burnley,1992,34.5,65,45,47,17,1,33,47,14,75,61,14,48,113,186,4,28,0.81,24,1,0,2,0,1,2,0.06,2,0,0,0,0,0,11,0,0,30,19,2,1,48,45,0,0,1,171,153,62,816,1190,68.6,18096,8529,259,356,369,479,172,314,2,0.5,0.9,1.5,10,75,12,0,97,1623,276,819,702,115,67,1623,7,5,2,596,2550,1226,3,6,0,13,5,702,11,1,22,6,0.64,0.17,0.05,0.17,11.3,0,0,0,2.5,2.5,0.12,-1.5,-1.5,1
481,Charlie Taylor,ENG,DF,Burnley,1993,30.3,45,26,31,11,3,26,44,18,42,20,22,58,103,95,2,52,1.71,39,4,2,0,7,0,8,0.26,5,1,1,0,1,0,3,0,0,17,43,0,104,58,26,0,0,0,183,58,30,968,1375,70.4,16556,7025,497,563,344,455,101,262,3,3.8,2.4,-0.8,21,72,25,19,91,1744,170,591,730,442,13,1744,53,27,26,759,5150,2143,58,36,7,31,15,816,77,0,7,0,0.23,0.0,0.0,0.0,22.4,0,0,0,0.2,0.2,0.02,-0.2,-0.2,1
483,Alex Telles,BRA,DF,Manchester Utd,1992,18.4,48,27,35,9,4,27,43,16,17,4,13,26,74,45,0,51,2.77,27,18,1,2,2,1,5,0.27,0,4,0,0,1,0,1,0,0,23,9,1,127,26,27,0,2,0,99,30,24,898,1205,74.5,13213,5198,531,592,288,389,53,163,4,1.9,2.2,2.1,26,53,16,9,66,1396,66,407,562,438,18,1396,22,12,10,745,3421,1904,36,37,1,15,10,850,102,0,10,3,0.54,0.16,0.0,0.0,23.1,4,0,0,0.4,0.4,0.04,-0.4,-0.4,1
484,Luke Thomas,ENG,DF,Leicester City,2001,21.2,50,31,33,13,4,28,65,37,35,14,21,40,90,55,0,28,1.32,17,6,2,2,0,1,1,0.05,1,0,0,0,0,0,2,0,0,15,16,0,33,40,31,0,0,0,97,24,32,1007,1272,79.2,14404,5124,597,660,346,434,37,96,1,1.3,1.3,-0.3,12,75,13,3,95,1533,86,489,737,316,15,1533,23,15,8,744,2969,1632,28,28,2,33,20,882,59,0,4,0,0.19,0.0,0.0,0.0,19.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,1
486,Youri Tielemans,BEL,MF,Leicester City,1997,29.2,74,38,23,45,6,42,100,58,47,13,34,21,95,41,3,101,3.45,80,5,6,6,1,3,15,0.51,14,0,0,1,0,0,3,0,0,32,36,0,56,21,38,0,4,0,188,24,19,1451,1785,81.3,23843,7353,720,808,574,672,119,209,4,4.2,3.8,-0.2,37,171,28,7,202,2111,78,447,1219,470,36,2109,39,25,14,1127,4219,2154,31,36,5,44,30,1514,69,6,57,15,1.95,0.51,0.07,0.27,25.0,0,2,2,4.4,2.8,0.05,1.6,1.2,1
487,Kieran Tierney,SCO,DF,Arsenal,1997,21.3,18,14,11,7,0,10,11,1,23,5,18,15,33,54,0,44,2.07,36,5,1,1,1,0,2,0.09,2,0,0,0,0,0,0,0,0,5,16,1,79,15,14,0,0,0,85,12,23,900,1165,77.3,16286,5207,379,427,431,513,82,174,3,1.8,1.7,1.2,20,81,24,12,105,1347,62,338,581,436,35,1347,23,9,14,730,3752,2187,62,32,7,18,8,832,128,1,15,5,0.7,0.23,0.07,0.2,20.8,0,0,0,0.6,0.6,0.04,0.4,0.4,1
488,Takehiro Tomiyasu,JPN,DF,Arsenal,1998,18.7,35,17,19,13,3,21,32,11,22,3,19,24,59,64,2,34,1.82,32,0,1,0,0,1,4,0.21,4,0,0,0,0,0,2,0,0,16,13,0,31,24,17,0,0,0,89,48,39,888,1098,80.9,14779,5387,441,497,375,449,57,107,1,1.0,1.1,0.0,13,91,17,12,96,1310,73,402,632,285,20,1310,15,9,6,633,3064,1472,32,26,4,27,12,743,41,0,11,2,0.59,0.11,0.0,0.0,17.1,0,0,0,0.6,0.6,0.06,-0.6,-0.6,1
506,Virgil van Dijk,NED,DF,Liverpool,1991,34.0,16,10,11,5,0,11,16,5,21,14,7,31,47,109,0,31,0.91,22,1,0,6,0,2,6,0.18,4,0,0,2,0,0,3,0,0,9,8,0,0,31,10,0,0,0,204,117,34,2376,2655,89.5,46859,18162,780,848,1298,1375,278,395,1,1.5,1.0,-0.5,9,156,4,0,145,2894,300,1296,1514,90,57,2894,8,6,2,1717,6530,3379,11,4,0,5,3,2096,4,3,35,14,1.03,0.41,0.09,0.21,13.3,1,0,0,2.0,2.0,0.06,1.0,1.0,1
507,Raphaël Varane,FRA,DF,Manchester Utd,1993,20.3,28,19,21,6,1,10,22,12,18,9,9,18,46,82,1,9,0.44,9,0,0,0,0,0,2,0.1,2,0,0,0,0,0,0,0,0,5,7,0,1,18,19,0,0,0,78,55,20,1014,1156,87.7,20563,6918,305,339,584,629,118,168,1,0.2,0.3,0.8,4,65,1,0,49,1336,162,645,659,40,15,1336,3,2,1,818,4704,2662,11,8,0,7,0,897,2,1,9,1,0.44,0.05,0.11,1.0,9.6,0,0,0,0.7,0.7,0.08,0.3,0.3,1
509,Joël Veltman,NED,DF,Brighton,1992,31.9,74,48,47,21,6,21,53,32,46,16,30,45,119,89,0,44,1.38,33,6,1,1,2,1,2,0.06,2,0,0,0,0,0,6,0,0,39,38,0,42,45,48,1,1,0,182,55,29,1439,1869,77.0,25694,9691,577,662,742,909,102,220,1,1.6,1.3,-0.6,17,118,22,6,124,2235,176,811,1053,389,25,2235,32,16,16,1139,4847,2093,25,24,2,28,10,1249,65,1,12,2,0.38,0.06,0.08,0.5,18.1,0,0,0,0.7,0.7,0.06,0.3,0.3,1
514,Kyle Walker,ENG,DF,Manchester City,1990,19.5,15,6,7,7,1,8,17,9,14,4,10,14,29,16,1,45,2.31,40,0,0,2,3,0,4,0.21,3,0,0,0,1,0,1,0,0,7,12,1,35,14,6,0,0,0,104,19,16,1478,1668,88.6,26238,7085,654,697,672,732,136,192,2,1.3,2.1,0.7,11,178,17,4,146,1770,39,344,1045,387,23,1770,14,7,7,1128,4752,2145,43,36,5,15,6,1356,65,0,8,2,0.41,0.1,0.0,0.0,23.7,1,0,0,0.3,0.3,0.03,-0.3,-0.3,1
515,Kyle Walker-Peters,ENG,DF,Southampton,1997,29.3,57,33,28,21,8,26,38,12,29,8,21,37,94,53,1,70,2.39,49,0,9,3,7,2,9,0.31,5,0,1,0,2,1,5,0,0,27,47,3,50,37,33,0,0,0,187,27,28,1071,1368,78.3,16094,5790,606,686,368,470,65,113,2,2.7,3.4,-0.7,24,64,36,1,147,1715,86,427,714,608,76,1715,95,64,31,941,6571,3883,134,92,33,42,43,981,165,1,26,7,0.89,0.24,0.04,0.14,18.6,0,0,0,1.1,1.1,0.04,-0.1,-0.1,1
516,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,1997,19.9,49,36,25,18,6,14,20,6,24,14,10,34,83,41,2,35,1.76,29,0,3,1,1,1,1,0.05,1,0,0,0,0,0,2,0,0,15,13,1,35,34,36,0,1,0,126,19,32,925,1141,81.1,12449,4048,598,657,255,307,36,67,0,0.9,0.9,-0.9,14,52,12,8,61,1365,75,454,565,366,28,1365,61,36,25,716,4088,2131,55,41,8,23,13,815,90,0,5,1,0.25,0.05,0.0,0.0,14.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3,1
518,Joel Ward,ENG,DF,Crystal Palace,1989,27.6,44,26,30,11,3,30,57,27,24,11,13,32,76,107,1,18,0.65,16,2,0,0,0,0,2,0.07,2,0,0,0,0,0,8,0,0,22,21,1,43,32,26,0,0,0,140,58,39,1372,1741,78.8,22621,8364,675,746,574,683,99,234,0,0.5,1.3,-0.5,6,104,12,4,119,2038,150,783,938,330,12,2038,26,20,6,1028,4386,2409,27,24,0,29,18,1212,37,0,10,1,0.36,0.04,0.0,0.0,20.4,0,0,0,0.3,0.3,0.03,-0.3,-0.3,1
519,James Ward-Prowse,ENG,MF,Southampton,1994,35.7,41,24,12,24,5,19,70,51,43,15,28,40,81,45,1,132,3.7,71,53,0,5,0,3,7,0.2,3,4,0,0,0,0,3,1,0,22,15,0,302,40,24,0,0,0,259,27,34,1657,2137,77.5,27629,9209,813,880,635,760,156,390,5,6.5,6.3,-1.5,71,169,16,10,189,2438,77,415,1288,748,20,2434,20,12,8,1070,3992,1726,21,29,3,20,25,1362,42,10,51,20,1.43,0.56,0.12,0.3,27.9,23,4,4,5.4,2.2,0.04,4.6,3.8,1
521,Adam Webster,ENG,DF,Brighton,1995,15.9,26,8,17,7,2,13,20,7,25,17,8,17,43,66,2,18,1.13,17,0,0,1,0,0,3,0.19,2,0,0,1,0,0,5,0,0,16,4,0,6,17,8,0,0,0,89,56,15,950,1176,80.8,18182,7344,308,351,512,587,103,188,0,0.0,0.3,0.0,1,104,1,0,109,1323,120,582,661,88,13,1323,12,10,2,763,4197,2676,19,21,1,8,1,907,7,2,8,2,0.5,0.13,0.25,1.0,11.2,0,0,0,0.9,0.9,0.13,1.1,1.1,1
525,Ashley Westwood,ENG,MF,Burnley,1990,25.4,21,12,8,12,1,10,31,21,21,9,12,30,51,16,1,64,2.52,41,18,0,3,1,1,8,0.31,6,2,0,0,0,0,7,0,0,29,22,0,122,30,12,0,1,0,174,9,13,871,1254,69.5,16111,5915,347,418,361,468,119,276,3,4.1,4.5,-1.1,33,118,32,5,130,1415,45,223,826,379,16,1415,18,10,8,628,2394,948,12,12,3,29,14,804,27,0,14,1,0.55,0.04,0.0,0.0,21.0,0,0,0,0.6,0.6,0.04,-0.6,-0.6,1
526,Ben White,ENG,DF,Arsenal,1997,32.0,44,23,30,8,6,28,45,17,42,24,18,42,86,102,0,33,1.03,25,0,2,4,1,1,4,0.12,2,0,2,0,0,0,3,0,0,19,27,0,0,42,23,0,1,1,158,60,40,1554,1839,84.5,29470,10724,539,610,857,933,143,254,0,1.3,0.9,-1.3,13,148,2,0,124,2145,220,994,1051,114,19,2145,20,10,10,1295,6680,4213,38,15,1,18,11,1442,4,0,12,3,0.37,0.09,0.0,0.0,15.2,0,0,0,1.0,1.0,0.09,-1.0,-1.0,1
527,Brandon Williams,ENG,DF,Norwich City,2000,23.6,55,37,35,18,2,36,64,28,26,6,20,44,99,50,0,44,1.87,35,1,1,0,5,2,2,0.08,1,0,0,0,0,1,8,0,0,23,44,0,14,44,37,0,0,0,158,14,17,899,1130,79.6,14660,5198,454,524,371,460,62,106,1,1.9,1.4,-0.9,21,48,19,3,90,1415,110,524,594,318,30,1415,39,20,19,784,5226,2711,57,47,9,39,17,781,58,0,4,1,0.17,0.04,0.0,0.0,21.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,1
529,Joe Willock,ENG,MF,Newcastle Utd,1999,22.6,64,37,30,28,6,29,68,39,37,6,31,21,85,10,1,51,2.25,33,0,9,1,6,2,4,0.18,1,0,1,0,2,0,0,0,0,34,26,0,16,21,37,0,0,0,121,16,24,450,565,79.6,6691,1794,253,299,150,177,28,40,0,1.2,0.6,-1.2,18,38,7,1,58,864,19,194,414,283,59,864,71,36,35,494,3203,1571,48,30,14,56,20,496,77,2,35,11,1.55,0.49,0.06,0.18,17.2,0,0,0,3.2,3.2,0.09,-1.2,-1.2,1
536,Granit Xhaka,SUI,MF|DF,Arsenal,1992,25.9,32,18,16,12,4,16,41,25,21,6,15,21,53,31,0,87,3.36,80,2,1,2,1,1,5,0.19,5,0,0,0,0,0,10,1,0,29,19,2,25,21,18,0,1,0,146,27,29,1367,1589,86.0,23204,6399,634,713,594,667,109,150,2,2.3,2.2,-0.3,32,194,41,7,230,1786,61,311,1028,461,36,1786,26,19,7,1030,4746,2374,39,29,4,23,23,1297,67,1,27,5,1.04,0.19,0.04,0.2,23.4,1,0,0,1.4,1.4,0.05,-0.4,-0.4,1
542,Oleksandr Zinchenko,UKR,DF,Manchester City,1996,11.6,20,14,7,10,3,11,20,9,11,3,8,14,34,15,1,46,3.95,38,3,3,1,0,1,11,0.95,8,0,1,1,0,1,0,0,0,11,2,1,31,14,14,0,0,0,65,15,16,953,1073,88.8,14439,4109,529,562,354,387,46,75,4,2.7,2.5,1.3,16,104,22,5,113,1169,24,189,622,364,21,1169,12,7,5,720,3163,1844,32,36,2,10,6,879,88,0,12,4,1.03,0.34,0.0,0.0,22.4,0,0,0,0.5,0.5,0.04,-0.5,-0.5,1
544,Kurt Zouma,FRA,DF,West Ham,1994,23.1,11,6,8,3,0,4,7,3,31,26,5,34,45,132,0,9,0.39,6,2,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,11,6,0,1,34,6,0,0,1,92,50,31,875,999,87.6,16585,5514,300,323,502,541,64,121,0,0.1,0.1,-0.1,2,24,2,0,33,1247,245,702,520,34,15,1247,3,1,2,712,3270,1767,11,6,0,6,0,774,2,1,6,2,0.26,0.09,0.17,0.5,6.1,0,0,0,1.1,1.1,0.19,-0.1,-0.1,1
